DOI	Title	Authors	Abstract	Journal	Date
10.1038/s41598-025-11466-0	proteomic analysis of brain and spinal cord tissue reveals distinct immune and mitochondrial process between human and mouse al model .	Spiteri AG, Steele JR, Lee HC, Zhang H, Sun J, Schittenhelm RB, Yu CH, McLean C, Masters CL, Goudey B, Jin L, Pan Y	amyotrophic lateral sclerosis ( al ) be a fatal neurodegenerative disease result in the progressive loss of motor neuron in the brain and spine . more than 95 % of case be pathologically characterize by the cytoplasmic accumulation of hyperphosphorylated and ubiquitinated transactive response dna-binding protein 43 ( tdp-43 ) . multiple mouse model with tdp-43 accumulation have be develop , however , whether they recapitulate molecular feature of al pathology be unclear . give the lack of curative treatment for al , there be an urgent need to identify the precise biological process contribute to disease pathogenesis for the development of effective therapeutic treatment . thus , in this study we employ label-based untargeted proteomics to characterize the al proteome and related biological process in the spinal cord and brain of tdp-43 ( q331k ) mouse , a transgenic mouse model of al and the motor cortex and the cervical , thoracic , and lumbar spinal cord region from human . in human , we observe highly overlap response across the four tissue examine , primarily relate to the upregulation of immune process and the downregulation of mitochondrial function . in contrast , tdp-43 ( q331k ) mouse demonstrate a lack of enrichment for immune activation and the opposite regulation of mitochondrial process . a meta-analysis of previously publish mouse datasets identify the ubqln2 knock-out mouse model a show strong parallel with our late-stage human al . overall , this study provide in-depth analysis of the site-specific dysregulated proteome and their associated functional process across specie . thereby , identify potential therapeutic target while emphasize the limitation of specific mouse model at certain timepoints in recapitulate als-related process for future model development .	Scientific reports	30/09/2025
10.3389/fphar.2025.1641747	drug-induced agranulocytosis : a disproportionality analysis and umbrella review .	Lu Y, Wu B, Li K, Liu Z, Chen Y, Xu T	drug-induced agranulocytosis ( dia ) be a rare but life-threatening hematologic disorder that demand increased clinical and research attention . this study aim to provide the current overview of dia for clinical guidance . use real-world data from fda adverse event reporting system ( faers ) , we perform a disproportionality analysis to identify the drug associate with agranulocytosis , employ the information component and reporting odds ratio algorithms . logistic analysis be conduct to explore the confound factor of dia . time-to-onset analysis be implement to compare the adverse event onset time among different drug . to comprehensively supplement and corroborate our disproportionality finding , we far conduct an umbrella review of systematic review ( sr ) . five electronic database be search with srs address dia a an included adverse event . two independent reviewer perform literature screening , data extraction , and quality assessment accord to the preferred reporting item for systematic review and meta-analysis statement . the result of the included sr be synthesize use qualitative analysis . the disproportionality analysis reveal that most identified dia signal be for anticancer drug . the top-five drug with dia signal by case number be methotrexate ( 6,462 case ) , lenalidomide ( 5,722 case ) , rituximab ( 5,691 case ) , doxorubicin ( 4,391 case ) , and carboplatin ( 4,371 case ) . high-risk drug ( e.g. , deferiprone ) , old age , and abnormal weight be strongly associate with dia base on multivariate logistic regression . time-to-onset analysis show that clozapine have the long median of onset time ( 1,121.3 day ) , while azithromycin have the short time ( 8.1 day ) . the umbrella review include seven systematic review , with five focus on anticancer therapy . their finding on dia-associated drug , include protein kinase inhibitor and immune checkpoint inhibitor , be consistent with those from the disproportionality analysis . antibiotic , antithyroid drug , and psychotropic drug be also identify a causative drug of dia . this study systematically review the faers database and exist literature on dia to identify a spectrum of associated drug . anticancer drug be predominant , with targeted therapy comprise a large proportion , while non-chemotherapy drug be also identify a suspect drug . these finding underscore the need for heightened clinical vigilance toward suspect drug and highlight the importance of future effort to validate high-risk mechanism and explore dia monitoring strategy .	Frontiers in pharmacology	01/01/2025
10.1101/2025.08.14.670400	symptomatic treatment by a bbb-permeable aav engineer to restore tdp-43 function slow motor neuron disease and prevents paralysis .	Peethambaran Mallika A, Yu JG, Sitzman O, Baghel MS, Renganathan S, Sinha IR, Melnikova T, Ling JP, Wong PC	tar dna-binding protein 43kda ( tdp-43 ) dysfunction be an early pathogenic mechanism that underlie amyotrophic lateral sclerosis ( al ) , a devastate neurodegenerative disorder that lack disease modify therapy . we previously develop a mouse model in which tdp-43 be selectively delete from motor neuron ( chat-cre ; tardbp ( f/f ) ) that mimic the early stage of al . here , we demonstrate that intravenous delivery of a blood-brain-barrier ( bbb ) permeable aav capsid express our rationally design splice repressor ctr ( aav-php.eb-ctr ) in symptomatic chat-cre ; tardbp ( f/f ) mouse markedly slow disease progression and prevented paralysis . systemic delivery of aav-php.eb-ctr lead to transduction of ∼80 % of spinal motor neuron , repression of tdp-43-associated cryptic exon within motor neuron express ctr , and attenuation of motor neuron loss . notably , the addition of the tardbp 3'utr autoregulatory element to ctr maintain it expression within a physiological range . in control littermates that receive aav-php.eb-ctr and be monitor for > 20 month , grip strength and body weight remain normal , and no histopathological abnormality be observe , underscore a favorable safety profile for this gene therapy . these result provide preclinical proof-of-concept that bbb-crossing aav delivery of ctr can rescue motor neuron disease through the restoration of tdp-43 function , offer a promising mechanism-based therapeutic strategy for al .	bioRxiv : the preprint server for biology	20/08/2025
10.1186/s12933-025-02928-w	association of six insulin resistance-related index with the risk and progression of cardio-renal-metabolic multimorbidity : evidence from the uk biobank .	Liu L, Yu G, Ji X, Wang Y, He H	insulin resistance ( ir ) -related index be increasingly recognize a important contributor to cardio-renal-metabolic ( crm ) diseases . however , most prior study have focus on isolated outcome or cross-sectional disease status , lack dynamic insight into disease progression . this study aim to evaluate the predictive value of six ir-related index for crm onset and multistage progression use multistate modeling , and to explore potential biological mechanism through mediation analysis . we include 327,692 crm-free participant from the uk biobank in this prospective cohort study . six ir-related index include triglyceride-glucose ( tyg ) index , tyg-body mass index ( tyg-bmi ) , tyg-waist circumference ( tyg-wc ) , tyg-waist-to-height ratio ( tyg-whtr ) , triglyceride/high-density lipoprotein cholesterol ( tg/hdl-c ) ratio , and metabolic score for insulin resistance ( mets-ir ) , be calculate use establish formula . cox proportional hazard and multistate model be use to assess association with crm incidence and progression . predictive performance be evaluate use area under the curve ( auc ) , net reclassification improvement ( nri ) , and integrated discrimination improvement ( idi ) . mediation analysis be conduct for inflammatory , hepatic , and renal biomarkers . over a mean follow-up of 13.6 year , 17.3 % ( n = 58,563 ) of participant develop at least one crm disease . all six ir-related index be significantly associate with crm multimorbidity , both in term of incidence and progression . in predict the incidence of crm disease , tyg-wc , tyg-whtr , and mets-ir demonstrate superior performance . for each 1-standard deviation ( sd ) increase in tyg-wc , the risk of develop first , double , and triple crm disease increase by 51.4 % , 88.6 % , and 128.7 % , respectively ( all p < 0.001 ) , with similar gradient observe for tyg-whtr and mets-ir . multistate cox model far confirm consistent association between ir-related index and crm progression , particularly for tyg-whtr and tyg . specifically , a 1-sd increase in tyg-whtr be associate with a 65.3 % increase risk of transition from healthy to first crm disease , 34.6 % from first to double , and 26.7 % from double to triple crm disease ( all p < 0.001 ) . in predictive performance evaluation , tyg-wc , tyg-whtr , and mets-ir achieve the high auc , nri , and idi value . mediation analysis indicate that systemic inflammation , organ function , and especially kidney function partially mediate the observed association . in summary , ir-related index , particularly tyg-wc , tyg-whtr , and mets-ir , be observe to be associate with the presence and progression of crm disease . their potential incorporation into risk assessment and prevention strategy , together with consideration of inflammatory and organ function pathway , might help reduce the burden of crm multimorbidity ; however , far prospective study be need to confirm these finding and clarify their clinical relevance .	Cardiovascular diabetology	30/09/2025
10.1038/s41523-025-00814-y	association of potential biomarkers with clinical outcome in metastatic triple-negative breast cancer treat with pembrolizumab or chemotherapy .	Cortes J, Lipatov O, Im SA, Goncalves A, Lee KS, Schmid P, Tamura K, Testa L, Ohtani S, Harbeck N, Loi S, Salgado R, Karantza V, Mejia J, Cristescu R, Loboda A, Nebozhyn M, Jelinic P, Huang L, Winer EP	in the randomized , phase 3 keynote-119 study , overall survival ( o ) be not significantly improve with pembrolizumab 200 mg q3w versus investigator 's choice of chemotherapy in participant with previously treat metastatic tnbc . in this exploratory analysis , we evaluate association of tumor-infiltrating lymphocyte ( tils ) , t-cell‒inflamed gene expression profile ( tcell ( inf ) gep ) , brca1/brca2 mutation ( brcam ) status , homologous recombination deficiency ( hrd ) status , and tumor mutational burden ( tmb ) with clinical outcome . til level be associate with improved objective response rate ( orr ) , progression-free survival ( pfs ) , and o with pembrolizumab but not with chemotherapy or after adjust for tcell ( inf ) gep . association be also identify between tcell ( inf ) gep and improved orr , pfs , and o with pembrolizumab . participant with tmb ≥ 10 mut/mb show a trend toward increase benefit with pembrolizumab versus chemotherapy . no association be see between brcam/hrd status and treatment response . these finding suggest a positive association between tils , tcell ( inf ) gep , and tmb with clinical outcome in patient with metastatic tnbc receive pembrolizumab . clinicaltrials.gov identifier : nct02555657 ( date of registration : september 18 , 2015 ) .	NPJ breast cancer	02/10/2025
10.2967/jnumed.125.270190	multicentric matched-pair analysis of long-term hematotoxicity of peptide receptor radionuclide therapy in patient postsplenectomy .	Steinhelfer L, Jungmann F, Endroes L, Lanzafame H, Hermann K, Pfob CH, Lapa C, Hartrampf PE, Dörrler AL, Buck AK, Götze K, Wenzel P, Geisler F, Walter R, Haneder E, Lohöfer F, Haller B, Braren R, Eiber M	peptide receptor radionuclide therapy ( prrt ) with ( 177 ) lu-dotatate be an approved treatment for metastatic neuroendocrine tumor ( net ) . although the therapy be effective , hematologic toxicity , particularly leukopenia , remain a significant concern . the spleen , which accumulate radiolabeled somatostatin analog , may play a critical role in modulate this toxicity . this study investigate whether patient undergo prrt after splenectomy exhibit lower hematologic toxicity . method : this multicenter retrospective study include 68 patient with metastatic net treat with prrt between 2009 and 2022. splenectomized patient ( n = 34 ) be match to nonsplenectomized patient on the basis of age , sex , tumor location , grading , metastatic pattern , and treatment cycle . hematologic parameter ( leukocyte , lymphocyte , neutrophil , hemoglobin , and platelet ) be assess at baseline and 12 and 24 mo after prrt . hematotoxicity be grade use common terminology criterion for adverse event . statistical analysis include t test , mann-whitney u test , and fisher exact test , with an α of 0.05 and bonferroni adjustment apply . result : splenectomized patient have significantly low rate of leukopenia , with a mean decline of 12.8 % in leukocyte count at 24 mo versus 47.2 % in nonsplenectomized patient ( p < 0.001 ) , and a high median absolute leukocyte count ( 7.2 vs. 4.2 × 10³/mm³ , p < 0.001 ) . leukopenia occur in 2 splenectomized patient compare with 20 in the control group ( p < 0.001 ) . lymphocyte decline be also less pronounced , with high absolute count at 24 mo . platelet count be consistently high postsplenectomy , although relative change over time be not significant . neutrophil count and hemoglobin level remain comparable between group . conclusion : splenectomy appear to reduce leukopenia and improve hematologic tolerability in net patient undergo prrt , highlight the spleen 's role in leukocyte regulation . these patient may better tolerate intensified prrt regimen , include additional cycle or reinduction , with minimal toxicity . this be particularly relevant for patient with pancreatic net , who frequently undergo splenectomy and face a poor prognosis . prospective study be need to far clarify the spleen 's impact on prrt-related hematotoxicity and guide treatment optimization .	Journal of nuclear medicine : official publication, Society of Nuclear Medicine	03/10/2025
10.1007/s13577-025-01294-9	elucidate the risk factor and oncogene driver of acute myeloid leukemia .	Sanya DRA, Onésime D	the hematopoietic system be critical for maintain physiological homeostasis but be also implicate in various pathology . the magnitude of hematopoietic response to perturbation or diseases exhibit significant inter-individual variability , underscore the need to identify predictor and determinant of blood responsiveness in human . these reaction be shape not only by genetic factor but also by epigenetic modification and environmental effect . elucidate baseline predictor of hematopoietic response and their molecular underpinnings be of particular interest in acute myeloid leukemia ( aml ) , give their potential to inform malignancy immunotherapy . due to limited understanding of the cellular and molecular mechanism drive diverse aml subtypes in pediatric and adult patient , couple with an increase prevalence of refractory or relapsed hematological malignancy , this review highlight underexplored prognostic biomarkers , their molecular mechanism , and their potential clinical utility in optimize therapeutic strategy for improved patient survival . it examine recent advance in aml research and vaccine development , focus on effort to address highly aggressive and rare aml subtypes drive by aberrantly activate transcription factor . the review also address clinical implication for overall survival and treatment response , as well a promising vaccine candidate . additionally , it highlight newly identify mutation and high-risk molecular marker that could enhance risk stratification for early disease progression , identify patient who may benefit from allogeneic stem cell transplantation or enrollment in clinical trial .	Human cell	04/10/2025
10.1016/j.bioactmat.2025.09.016	remodeling of senescent macrophage in synovium alleviates trauma- and aging-induced osteoarthritis .	Liu Y, Duan J, Dang Y, Hao R, Wang H, Tan E, Wang R, Li Y, Zhang S, Wang Y, Lv J, Qi Y, Zhang X, Cheng Y	osteoarthritis ( oa ) be one of the most concerned aging-related disease in the worldwide , yet the investigation of immune senescence in joint and related therapy be still poorly identify . single-cell sequencing analysis and immunofluorescence of oa synovium reveal increase senescent macrophage in trauma-induced oa compare to control . importantly , senescent macrophage in oa synovium show enhanced m1 polarization , mitochondrial damage and impaired efferocytosis , which could lead to increase senescence-associated secretory phenotype ( sasps ) in the joint and further exacerbate oa . hence , a novel senotherapeutic nanoparticle be develop use chloroquine ( cq ) -bearing polymer ( pcq ) for targeted delivery of superoxide dismutase ( sod ) to synovial macrophage , term a pcq/sod . the nanoparticle achieve efficient intracellular delivery of sod to synovial macrophage . rna-seq result reveal that pcq/sod nanoparticle inhibit macrophage senescence via p53 and cellular senescence signal pathway , further reprograms m1-to-m2 repolarization . furthermore , the deliver sod inhibit bax-dependent mitochondrial outer membrane permeabilization ( momp ) which further reduces mitochondrial dna ( mtdna ) release and sasp secretion , while pcq promotes macrophage efferocytosis against apoptotic cell via stat3/adam17/mertk signal . a a result , intraarticular injection of pcq/sod nanoparticles in mouse successfully alleviate not only trauma-induced oa , but aging-induced oa a well . the developed senotherapeutic nanoparticle in this study offer an effective approach for remodel of senescent macrophage in synovium and a promising therapeutic strategy for oa treatment .	Bioactive materials	01/01/2025
10.1038/s41409-025-02729-5	comparison of single-unit umbilical cord blood transplantation and haploidentical transplantation use posttransplant cyclophosphamide during first complete remission of acute myeloid leukemia .	Yanada M, Yamasaki S, Mizuno S, Sugita J, Fujino T, Misaki Y, Tanaka M, Uchida N, Onizuka M, Doki N, Ota S, Sawa M, Kawakita T, Hasegawa Y, Nakamae H, Ishiwata K, Hiramoto N, Ishimaru F, Kanda J, Ohbiki M, Atsuta Y, Nakasone H, Konuma T	choose an optimal alternative donor be an important clinical concern in allogeneic hematopoietic cell transplantation ( hct ) . in japan , single-unit umbilical cord blood transplantation ( ucbt ) have be widely use in the last two decade , whereas hct from hla-haploidentical related donor ( haplo-hct ) have be increasingly use follow the advent of posttransplant cyclophosphamide ( ptcy ) for graft-versus-host disease ( gvhd ) prophylaxis . this registry-based study aim to compare outcome between single-unit ucbt ( n = 848 ) and ptcy-based haplo-hct ( n = 241 ) perform during first complete remission in patient with acute myeloid leukemia . ucbt be associate with a low likelihood of engraftment ( p < 0.001 ) , a high risk of grade 2-4 and grade 3-4 acute gvhd ( p = 0.003 each ) , and a low risk of extensive chronic gvhd ( p = 0.048 ) . the ucbt and haplo-hct group do not significantly differ in 3-year probability of overall survival ( 68 % versus 69 % , p = 0.686 ) , gvhd/relapse-free survival ( 55 % versus 54 % , p = 0.866 ) , relapse ( 14 % versus 16 % , p = 0.463 ) , and non-relapse mortality ( 21 % versus 19 % , p = 0.403 ) , respectively , which be confirm with multivariate analysis . these result indicate that both procedure should be consider viable option for patient lack a match donor .	Bone marrow transplantation	05/10/2025
10.1002/advs.202508576	cgas inhibits aldh2 to suppress lipid droplet function and regulate masld progression .	Wang Y, Deng Y, Chen J, Hahn Q, Umbaugh DS, Zhang Z, Zhang Y, Rowe SE, Li L, Herring LE, Conlon BP, Miao EA, Damania B, Diehl AM, Liu P	cyclic gmp-amp synthase ( cgas ) be a cytosolic dna sensor essential for host defense against microbial infection , but it role beyond innate immunity remain unclear . here , a non-canonical function of cgas in regulate aldehyde metabolism and lipid homeostasis be identify . this be demonstrate that cgas directly bind to and suppresses aldh2 ( aldehyde dehydrogenase 2 ) , a key enzyme in ethanol metabolism and lipid peroxidation . loss of cgas activates aldh2 , thereby enhance ethanol tolerance in mouse . elevate aldh2 activity upon cgas loss increase aldehyde conversion into acetyl-coa , promote histone acetylation and transcription of lipid synthesis gene , which drive lipid droplet accumulation in cell and in cgas ( -/- ) mouse liver . these lipid droplet confer resistance to ferroptosis but simultaneously induce er stress , impair sting ( stimulator of interferon gene ) activation . functionally , cgas ( -/- ) mouse feed with a modified high-fat diet develop exacerbate metabolic dysfunction-associated steatotic liver disease ( masld ) , characterize by excessive lipid droplet accumulation in liver compare to wild-type control . in human masld patient cohort , increase cgas but reduced aldh2 mrna expression be observe relative to healthy individual . together , this finding uncover a previously unrecognized role of cgas in metabolic regulation , independent of it innate immune function . by suppress aldh2 , cgas control lipid droplet biogenesis and stress response , with direct implication for masld pathogenesis .	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	03/10/2025
10.1001/jamapediatrics.2025.4091	reevaluate nonoperative management for pediatric uncomplicated acute appendicitis : a systematic review and meta-analysis .	Faria I, Cintra ACG, de Oliveira LGAM, Squizzato F, Maia AS, Cunha AG, Radhakrishnan RS	nonoperative management ( nom ) have emerge a a potential alternative to surgery for acute uncomplicated appendicitis in child ; however , while short-term outcome be often favorable , concern remain about treatment durability , complication rate , and long-term failure . an updated meta-analysis of randomized clinical trial ( rcts ) may help clarify the comparative safety and effectiveness of nom vs appendectomy . to evaluate the safety and effectiveness of nom compare with appendectomy for uncomplicated appendicitis in child use the high level of available evidence . a systematic review of pubmed , embase , scopus , cochrane , and web of science be conduct from inception through march 2025 to identify randomized clinical trial compare nom with surgical management in pediatric patient . rcts compare nom vs surgical management in pediatric patient young than 18 year be include . nonrandomized and quasi-randomized study be exclude . data be extract follow preferred report item for systematic review and meta-analyses guideline . meta-analyses be conduct use random-effects model . risk of bias be assess independently by multiple reviewer . trial sequential analysis be perform to determine whether the evidence be sufficiently robust and conclusive . the primary outcome be treatment failure and treatment success in 1 year and major complication ( clavien-dindo grade ≥iiib ) . secondary outcome include time to return to school and time to return to normal activity . of 1246 study screen , 7 rcts , include 1480 pediatric patient , meet inclusion criterion . treatment failure be significantly high in the nom group than in the appendectomy group at 1 year ( risk ratio [ rr ] , 4.97 ; 95 % ci , 3.57-6.91 ; i2 = 0.0 % ) . treatment success be significantly low in the nom group at 1 year ( rr , 0.67 ; 95 % ci , 0.60-0.75 ; i2 = 31.1 % ) . major complication classify a clavien-dindo grade iiib or bad be more frequent in the nom group ( rr , 33.37 ; 95 % ci , 7.89-141.05 ; i2 = 9.5 % ) . appendicitis recur at a rate of 18.47 events/100 observation ( 95 % ci , 12.62-25.07 events/100 observation ; i2 = 48.5 % ) among patient who receive nom . nom , compare with appendectomy , be associate with a modestly faster return to school ( mean difference , -1.36 day ; 95 % ci , -2.64 to -0.08 day ; p = .04 ; i2 = 57.7 % ) and return to normal activity ( -4.93 day ; 95 % ci , -8.68 to -1.19 day ; p = .01 ; i2 = 87.2 % ) , although this may be offset by subsequent readmission or reintervention . trial sequential analysis demonstrate the robustness and conclusiveness of primary outcome . in contrast to early study , this meta-analysis find significantly high treatment failure and major complication rate within a year with nom among child and adolescent . the meta-analysis provide pediatrician and pediatric surgeon with up-to-date data to inform share decision-making with family and encourage individualize , patient-centered treatment .	JAMA pediatrics	05/10/2025
10.1016/j.ccell.2025.09.005	distinct t cell function enable efficient immunoediting and prevent tumor emergence of develop sarcoma .	Cheung JF, Hunt BG, Wahed S, Cheng E, Connolly KA, Venkatesan S, Loza JL, Bansal I, Fagerberg E, Kessler EA, Riffard C, Buck J, Attanasio J, Borr ER, Wei W, William I, Fitzgerald B, Joshi NS	t cell edit tumor by eliminate neoantigen-expressing tumor cell . yet , how and when this be achieve remains uncertain . use a murine sarcoma model with fluorescent neoantigens , we find that tumor develop later and in few t cell-sufficient mouse ( ∼53 % penetrance ) than t cell-deficient mouse ( ∼100 % ) . with t cell , all emergent tumor cell have silence neoantigens , but neoantigen-negative tumor cell be also present in every t cell-deficient mouse . this suggest silencing be necessary but not sufficient for outgrowth . genetic removal of neoantigens restore tumor penetrance if implement on day 5 post-tumor initiation , but not day 10 , because cd8 ( + ) and cd4 ( + ) t cell infiltrate the tissue and eliminate most neoantigen-positive and -negative tumor cell within 8 day . single-cell analysis on day-7 tumor show oncogenic change include increased proliferation and t cell-dependent upregulation of the ifnγ-response gene cd274 ( pd-l1 ) . t cell-depletion rescue both neoantigen-positive and -negative cell , while ifnγ blockade rescue only negative cell . this show that t cell efficiently edit sarcoma of neoantigens and prevent early tumor via ifnγ-independent and ifnγ-dependent ( bystander ) mechanism .	Cancer cell	02/10/2025
10.1093/femsre/fux005	chemical ecology of antibiotic production by actinomycete .	van der Meij A, Worsley SF, Hutchings MI, van Wezel GP	actinomycete be a diverse family of filamentous bacteria that produce a plethora of natural product relevant for agriculture , biotechnology and medicine , include the majority of the antibiotic we use in the clinic . rather than a free-living bacteria , many actinomycete have evolve to live in symbiosis with among others plant , fungi , insect and sponge . a a common theme , these organism profit from the natural product and enzyme produce by the actinomycete , for example , for protection against pathogenic microbe , for growth promotion or for the degradation of complex natural polymer such a lignocellulose . at the same time , the actinomycete benefit from the resource of the host they interact with . evidence be accumulate that these interaction control the expression of biosynthetic gene cluster and have play a major role in the evolution of the high chemical diversity of actinomycete-produced secondary metabolite . many of the biosynthetic gene cluster for antibiotic be poorly express under laboratory condition , but they be likely express in response to host-specific demand . here , we review the environmental trigger and cue that control natural product formation by actinomycete and provide pointer a to how these insight may be harness for drug discovery .	FEMS microbiology reviews	01/05/2017
10.1038/s41392-025-02427-0	transarterial chemoembolization plus atezolizumab and bevacizumab in patient with intermediate hepatocellular carcinoma : a single-arm , phase 2 trial .	Wang K, Feng J, Yu H, Cheng Y, Xiang Y, Liu Z, Qin Y, Liu E, Shan Y, Fan C, Zhai J, He D, Zhou H, Tang Y, Shi J, Guo W, Yan M, Yu L, Kudo M, Cheng S	transarterial chemoembolization ( tace ) be the standard treatment for intermediate-stage hepatocellular carcinoma ( hcc ) , yet it efficacy a a standalone therapy remain suboptimal . this phase 2 trial ( chictr2100049829 ) evaluate the feasibility and safety of tace combine with atezolizumab and bevacizumab in patient with intermediate-stage hcc . participant receive tace follow by atezolizumab and bevacizumab until disease progression , unacceptable toxicity , or death . the primary endpoint be objective response rate ( orr ) assess per response evaluation criterion in solid tumor ( recist ) v1.1 . secondary endpoint include progression-free survival ( pfs ) , overall survival ( o ) , orr by modified recist ( mrecist ) , disease control rate ( dcr ) , time to response ( ttr ) , duration of response ( dor ) , and adverse event ( aes ) . between august 21 , 2021 and april 10 , 2023 , 45 patient be enrol . a of the data cutoff on september 30 , 2024 , the median follow-up be 26.7 month . the orr be 47 % per recist v1.1 and 67 % per mrecist . median pfs be 17.9 month , and median o be 33.0 month . the dcr be 87 % ( recist v1.1 ) and 91 % ( mrecist ) . median ttr be 11.9 week ( recist v1.1 ) and 4.9 week ( mrecist ) , with median dor of 36.6 week ( recist v1.1 ) and 44.4 week ( mrecist ) . of the 45 patient , 44 experience aes of any grade , with 20 report grade 3-4 aes ; no grade 5 aes be observe . tace combine with atezolizumab and bevacizumab appear safe and feasible for intermediate-stage hcc , support further investigation in large study .	Signal transduction and targeted therapy	06/10/2025
10.1038/hgv.2015.60	genomic architecture of inflammatory bowel disease in five family with multiple affected individual .	Stittrich AB, Ashworth J, Shi M, Robinson M, Mauldin D, Brunkow ME, Biswas S, Kim JM, Kwon KS, Jung JU, Galas D, Serikawa K, Duerr RH, Guthery SL, Peschon J, Hood L, Roach JC, Glusman G	currently , the best clinical predictor for inflammatory bowel disease ( ibd ) be family history . over 163 sequence variant have be associate with ibd in genome-wide association study , but they have weak effect and explain only a fraction of the observed heritability . it be expect that additional variant contribute to the genomic architecture of ibd , possibly include rare variant with effect size large than the identified common variant . here we apply a family study design and sequence 38 individual from five family , under the hypothesis that family with multiple ibd-affected individual harbor one or more risk variant that ( i ) be share among affected family member , ( ii ) be rare and ( iii ) have substantial effect on disease development . our analysis reveal not only novel candidate risk variant but also high polygenic risk score for common know risk variant in four out of the five family . functional analysis of our top novel variant in the remain family , a rare missense mutation in the ubiquitin ligase trim11 , suggest that it lead to increase nuclear factor of kappa light chain enhancer in b-cells ( nf-κb ) signal . we conclude that an accumulation of common weak-effect variant account for the high incidence of ibd in most , but not all family we analyze and that a family study design can identify novel rare variant confer risk for ibd with potentially large effect size , such a the trim11 p.h414y mutation .	Human genome variation	01/01/2016
10.1038/s41386-025-02227-8	inflammatory mechanism contribute to long-term cognitive deficit induce by perinatal asphyxia via interleukin-1 .	Kelemen H, Balla GY, Demeter K, Sipos E, Buzás-Kaizler A, Biró L, Aliczki M, Orsolits B, Kerényi Á, Balogh Z, Pászthy-Szabó B, Pejtsik D, Hegyi L, Szigeti K, Máthé D, Padmanabhan P, Bödör C, Fekete A, Szabó M, Kaila K, Dénes Á, Mikics É	perinatal asphyxia remain a lead cause of neonatal mortality and a major contributor to permanent neurological deficit . even mild case can result in long-term neurodevelopmental , cognitive , behavioural and psychiatric disorder . however , the mechanism underlie asphyxia-induced hypoxic-ischaemic brain injury remain poorly understood , limit the development of targeted intervention during the critical early plastic period . to explore the behavioural and molecular outcome of perinatal asphyxia that may model important aspect of neuropsychiatric disorder observe in human , we utilise a translationally relevant , non-invasive oxygen deprivation model of asphyxia in postnatal day 7 rat . we conduct a comprehensive assessment of asphyxia-induced change , integrate neurobehavioural profiling ( evaluate cognitive , emotional , social and neuromotor function ) , microglial morphology analysis , neuroimaging , stress hormone measurement and whole-transcriptome sequencing technique to elucidate the acute and long-term functional consequence . consistent with clinical observation , the extensive functional assessment reveal distinct sex-dependent effect , include increase anxiety and impulsivity , attention deficit and impaired inhibitory control , which be observe exclusively in male , with no apparent sensorimotor deficit . this phenotype resemble attention deficit hyperactivity disorder ( adhd ) in adult rat be associate with a lasting increase in inhibitory bouton density in the medial prefrontal cortex . the development of an acute inflammatory response after perinatal asphyxia mark by phenotypic transformation of microglia , parallel brain perfusion and stress hormone change . notably , microglial change be mitigate by the blockade of proinflammatory interleukin-1 signalling via systemic il-1 receptor antagonist ( il-1ra ) administration in a therapeutically relevant time window . importantly , early blockade of proinflammatory response be able to prevent cognitive deficit in adulthood and normalise inhibitory bouton density . rna sequence analysis reveal asphyxia-induced dysregulation of molecular pathway target gabaergic signalling , potentially contribute to subsequent morphological and neuropsychiatric alteration . il-1ra treatment appear to engage distinct epigenetic regulatory mechanism , rather than merely reverse these disruption in the acute post-asphyxia period . collectively , these finding demonstrate that perinatal asphyxia induces mark behavioural deficit in attention and inhibitory control , parallel by last inhibitory and epigenetic dysregulation , precede by acute induction of microglia-driven inflammatory process in the medial prefrontal cortex . systemic il-1ra administration may represent a promising therapeutic opportunity to prevent long-term cognitive impairment cause by perinatal asphyxia .	Neuropsychopharmacology : official publication of the American College of	02/10/2025
10.1016/j.bcp.2025.117376	cancer-associated transporter : molecular driver and drug delivery gateway .	Khan A, Biswas S, Garg M, Sengupta S	membrane transporter be critical regulator of cellular homeostasis , mediate the uptake and efflux of nutrient , ion , and drug . in cancer , their expression be frequently reprogrammed to support enhanced growth , survival , metabolic rewiring , invasiveness , and therapy resistance . among these several solute carrier ( slc ) transporter such a glucose transporter ( glut ) , monocarboxylate transporter ( mcts ) , and the sodium/iodine symporter ( ni ) also facilitate selective delivery of radiopharmaceutical , make them attractive therapeutic target . the tumor suppressor p53 know for it central role in genome stability and apoptosis , also regulate a broad spectrum of membrane transporter . however , oncogenic mutation or structural conversion into amyloid can disrupt this regulatory network , lead to alter transporter expression and multidrug resistance . despite grow interest , the transcriptional and post-transcriptional control of transporter by wt , mutant , and amyloid form of p53 remains underexplored . in this review , we systematically characterize the p53-mediated regulation of diverse transporter class involve in the transport of sugar , amino acid , metal ion , lipid along with abc transporter function and multidrug resistance . we highlight how cancer cell exploit transporter such a p-glycoprotein ( p-gp ) , lat1 , glut1 , mcts , and ni for metabolic advantage and survival . we also examine therapeutic strategy aim at modulate transporter function use crispr/cas9 , small-molecule inhibitor , sirna , and nanoparticle-based co-delivery system . in particular , lat1 inhibition demonstrate potential to starve tumor of essential nutrient . ultimately , we propose that dual targeting of p53 aberration and membrane transporter through synthetic biology and precision delivery approach could restore chemosensitivity and suppress tumor progression , offer promise avenue for personalized cancer therapy .	Biochemical pharmacology	02/10/2025
